Date,Close,High,Low,Open,Volume,SMA_7,RSI_14
2009-01-02,7.9486083984375,7.960976836711725,7.557263547564956,7.633948717338306,144961322,,
2009-01-05,8.115089416503906,8.194002852895906,7.7922677928148865,7.940691887124179,196293007,,
2009-01-06,8.263762474060059,8.430492023874702,8.074026566992478,8.2370459640071,257971329,,
2009-01-07,7.965677261352539,8.185838885129215,7.885033769950457,8.121769840773442,180453860,,
2009-01-08,8.044340133666992,8.044340133666992,7.850151982850583,7.873406026816343,144567852,,
2009-01-09,7.793999671936035,8.10148581277446,7.752688346424151,8.10148581277446,174270770,,
2009-01-12,7.735124588012695,7.889981083795515,7.674271261032066,7.82467405785366,132667413,7.980943134852818,
2009-01-13,7.775446891784668,7.930797818976785,7.6782289536756,7.712366242968258,177964564,7.956205776759556,
2009-01-14,7.44520378112793,7.762583827395909,7.365549156019397,7.668582077809623,219535801,7.860507828848703,
2009-01-15,7.396223068237305,7.509768240716158,7.0944271785603386,7.361096435010513,238269759,7.73657362801688,
2009-01-16,7.413044929504394,7.625291339529532,7.314837648573157,7.54538902624121,209759293,7.657626152038574,
2009-01-20,6.994489669799805,7.408839986183645,6.994489669799805,7.399934008486031,202684876,7.507647514343262,
2009-01-21,7.49739933013916,7.5077881366383155,7.133017720055051,7.133017720055051,197718329,7.465276036943708,
2009-01-22,7.582000732421875,7.652502637521116,7.3012320398033665,7.372722813863392,331919470,7.443401200430734,42.49846814323349
2009-01-23,8.032219886779785,8.21181324716327,7.525598881669856,7.650523138853792,430921167,7.480083056858608,51.44468037355088
2009-01-26,8.011688232421875,8.113853346868167,7.929807715823039,8.035930673518642,185119281,7.561009407043457,48.11848818241766
2009-01-27,8.199939727783203,8.259062533095433,8.021583390124913,8.075510844868605,197830749,7.675826072692871,48.85515640647448
2009-01-28,8.625176429748535,8.71571572759617,8.319422662549892,8.360733520054854,308809170,7.848987715584891,61.31390396151472
2009-01-29,8.492830276489258,8.535625376900805,8.413423347738197,8.523009721152118,292444059,8.063036373683385,57.554828718489155
2009-01-30,8.374340057373047,8.628392267896475,8.311754306298035,8.52672156135632,187580472,8.188313620431083,60.230283121481165
2009-02-02,8.424802780151367,8.534388204587772,8.212803124920528,8.26945186064176,209056670,8.308713912963867,62.19386351128234
2009-02-03,8.421833992004395,8.484914161954155,8.258072009588462,8.474276244499828,263243015,8.364373070853096,61.58142914165109
2009-02-04,8.484914779663086,8.767910304813645,8.390169962044912,8.412433720211357,273718132,8.431976863316127,70.60092908788846
2009-02-05,8.750097274780273,8.791161850522485,8.336489646980663,8.43321219050412,291665150,8.510570798601423,74.70881458120124
2009-02-06,9.184488296508787,9.24707404249275,8.792647063079102,8.8178802719026,282579221,8.590472493852888,78.05378069729502
2009-02-09,9.369770050048828,9.42493453984274,9.086031913558532,9.18448783546149,199838246,8.715749604361397,90.61760841855872
2009-02-10,8.86859130859375,9.338353297680582,8.853254368471935,9.300752599063015,285213056,8.786356925964355,73.46145273129162
2009-02-11,8.856965065002441,9.029137194079778,8.732288009772555,8.879476042109086,210048373,8.848094395228795,72.37369935531335
2009-02-12,8.980897903442383,8.994997808552338,8.69468574254154,8.736244753464847,222844155,8.927960668291364,68.80088088642032
2009-02-13,8.848057746887207,8.979413429546943,8.787450699600553,8.959622793376417,166489714,8.979838235037667,65.86876253265592
2009-02-17,8.476503372192383,8.586089743684207,8.403033446774609,8.57174167326381,228067661,8.940753391810826,54.90609334228392
2009-02-18,8.735007286071777,8.741686886091445,8.423563831212592,8.589799866642515,241883252,8.876541818891253,52.07084227606723
2009-02-19,8.476008415222168,8.900501233659721,8.44558175234879,8.842863626259794,200295955,8.748861585344587,49.69728443250141
2009-02-20,8.570257186889648,8.631357718368445,8.287014494930167,8.36246309484868,249616129,8.706242425101143,53.55663110162525
2009-02-23,8.164812088012695,8.653127621553422,8.152195486184006,8.583862288075451,209626799,8.607363428388323,45.81905536600058
2009-02-24,8.54552173614502,8.648676685630054,8.185345146918248,8.188561812744291,244749957,8.545166833060128,51.773568124346696
2009-02-25,8.451271057128906,8.714972260086062,8.38398629851185,8.463886712571508,258529413,8.488483020237513,49.521854183281185
2009-02-26,8.340943336486816,8.719672587189434,8.340448901985194,8.558137425616232,225064447,8.469117300851005,43.91735534846661
2009-02-27,8.360980987548828,8.505199571685191,8.19078754325463,8.236304879245758,217612620,8.415684972490583,36.03721512044565
2009-03-02,8.093073844909668,8.428018110748576,8.064378652545056,8.245703473641848,232407869,8.360980033874512,28.943259816605078
2009-03-03,8.051515579223633,8.25460974101087,7.974088280263495,8.165060273180945,261970262,8.286874089922224,34.11558410546128
2009-03-04,7.889238834381103,8.138591982316344,7.801668050973166,7.994125242933499,313908211,8.247506482260567,32.22784988814627
2009-03-05,7.560727596282959,7.893197858509887,7.486515534921192,7.828880643943768,262175027,8.106821605137416,25.7415836295541
2009-03-06,7.633206844329834,7.673281608630339,7.278968243766891,7.599811681008958,290452622,7.989955289023263,28.81179481166008
2009-03-09,7.195850849151611,7.583732786153391,7.160228835640822,7.420713388649801,259822241,7.826370647975376,28.16531875499888
2009-03-10,7.623311996459961,7.68095055345749,7.2789686938661475,7.3779185774292575,270217058,7.72098936353411,32.07849690827524
2009-03-11,7.864253520965576,7.915955071773137,7.562458126347082,7.671054683976382,237832124,7.688300745827811,40.080221557231624
2009-03-12,8.003277778625488,8.039641443061784,7.758872769686882,7.855101363443463,201717262,7.681409631456647,40.93785953858339
2009-03-13,8.025293350219727,8.100495692696253,7.891960387914517,8.066853312192679,156841686,7.700845990862165,47.458542535919264
2009-03-16,7.908287048339844,8.15665038562588,7.881076103091557,8.06413241402773,198613673,7.750497341156006,37.15849924548695
2009-03-17,8.295426368713379,8.295426368713379,7.893444516548036,7.920407770877548,189206544,7.845100130353655,47.191017995774196
2009-03-18,8.24001407623291,8.410701935212005,8.11508981798729,8.282314741557473,201239478,7.994266305650983,48.14408684590513
2009-03-19,8.161845207214355,8.311753578185822,8.098517809880686,8.204888476786193,165064391,8.07119962147304,46.41488500312139
2009-03-20,8.167285919189453,8.237291955053161,8.072788331967617,8.170747907054015,190226352,8.114489964076451,51.475511481067144
2009-03-23,8.623444557189941,8.644471284450344,8.238283864689997,8.251394903869171,171500425,8.203085218157087,59.76190631216041
2009-03-24,8.5880708694458,8.75306897201515,8.50965279731071,8.57149594681877,153372732,8.283482006617955,62.46806114089171
2009-03-25,8.511384010314941,8.691224614929085,8.31793793216049,8.667971985442799,174102141,8.36963871547154,68.6354662093712
2009-03-26,8.739461898803711,8.884670296359262,8.62097001263372,8.735504528578621,241032074,8.433072362627302,70.43879378621412
2009-03-27,8.601178169250488,8.707549753715048,8.546013692400424,8.658074113540145,133410187,8.484667233058385,79.19019381983243
2009-03-30,8.477246284484863,8.504951663103471,8.312989856185128,8.473782401763213,124227898,8.529724529811315,70.29638021460218
2009-03-31,8.610085487365723,8.744904125226752,8.563579285094049,8.631606647100437,146760038,8.592981610979352,68.6872922785258
2009-04-01,8.75925064086914,8.787698617039792,8.425791560797288,8.504208671378366,132542948,8.61238248007638,68.84561051652085
2009-04-02,8.967292785644531,9.14688710888696,8.913366276574923,8.987330642412443,180192885,8.666557039533343,71.48989292452502
2009-04-03,9.147380828857422,9.19537127894974,8.855974245700045,9.016767732984842,152160204,8.757413727896553,77.4766974941823
2009-04-06,9.10928726196289,9.148371268637884,8.940082677119143,9.078611483658444,131703815,8.81024592263358,71.3526297116052
2009-04-07,8.872055053710938,8.998215416172535,8.789432396105019,8.969767435586535,147755757,8.848942620413643,65.1381071353031
2009-04-08,8.954923629760742,9.029136154087745,8.811694878598225,8.992029891924243,111022586,8.91718224116734,68.95247176625188
2009-04-09,9.214667320251465,9.260430924911836,9.060058038970132,9.140454789461026,135811153,9.003551074436732,72.31713913791626
2009-04-13,9.35344409942627,9.37793471019264,9.160245233475758,9.185724713272142,122461301,9.088435854230609,67.98734264071278
2009-04-14,9.125859260559082,9.325737706770177,9.043979208798042,9.32450067342412,137658049,9.11108820778983,62.10463817368315
2009-04-15,9.38782787322998,9.426418387431433,9.008356062236436,9.081084339000707,197967259,9.145437785557338,68.20844316303192
2009-04-16,9.616400718688965,9.719307485166652,9.42542779558938,9.437302746174142,408931050,9.217882565089635,68.21498001484079
2009-04-17,9.702982902526855,9.890491019652693,9.519183991140832,9.549116220605548,430840867,9.336586543491908,73.3880181868975
2009-04-20,9.382880210876465,9.663648872699373,9.298525151249905,9.552330087384052,177820024,9.397723197937012,67.74597194658415
2009-04-21,9.436558723449709,9.506565707048688,9.303719737996598,9.30545120553846,148370051,9.429421969822474,66.71331217571216
2009-04-22,9.495681762695312,9.647568789372,9.375705645742284,9.4434857819523,140597024,9.449741636003766,65.45528198838518
2009-04-23,9.516215324401855,9.641385860863798,9.427655670922965,9.585975101924843,104751167,9.505506787981306,62.504219943681946
2009-04-24,9.634953498840332,9.726234427492782,9.412565043973432,9.5498567891686,135923572,9.540810448782784,61.426060044492296
2009-04-27,9.54738426208496,9.634955052345523,9.468225488614594,9.507557658101469,91967429,9.530950954982213,60.033943174669695
2009-04-28,9.491971969604492,9.624070272226689,9.43829267827844,9.492962732921953,118185333,9.500806535993304,65.48820377532562
2009-04-29,9.683934211730955,9.770514228661176,9.544414663624275,9.54787854628002,144941247,9.543814250401088,67.27227783398953
2009-04-30,9.795251846313477,9.987708079959964,9.76630943554058,9.790056496035648,174881049,9.595056125095912,64.79631542490492
2009-05-01,9.738851547241213,9.83532688397356,9.685912962895271,9.771998545974188,97471985,9.629794665745326,60.252673089286034
2009-05-04,9.943924903869627,9.954313710868242,9.766062996449358,9.849674517254297,128600225,9.690896034240723,72.02612720966374
2009-05-05,9.96890926361084,10.018631186388626,9.82691658403422,9.894449514468375,96391952,9.73860400063651,67.93405253051372
2009-05-06,9.980782508850098,10.099769768074657,9.919681020101738,10.062910722170988,105710750,9.800518035888672,62.98256224855934
2009-05-07,9.811084747314451,10.018383498023514,9.709414056986748,9.996367903921772,120441759,9.846105575561523,53.63620207702315
2009-05-08,10.07626724243164,10.145532577252087,9.771256151349812,9.965443843349744,155183494,9.902153151375908,74.21811556307604
2009-05-11,10.092348098754885,10.19179098544128,9.92462779635128,9.964208124448708,102755715,9.944595473153251,73.52272517362097
2009-05-12,9.870452880859377,10.16680663737971,9.773977550323885,10.142564196142985,152200354,9.96339566367013,62.037198132742
2009-05-13,9.636191368103027,9.80564220333019,9.606753573896134,9.748746247140488,114138220,9.919433729989189,53.38829486385305
2009-05-14,9.585726737976074,9.702239932923904,9.516215126324598,9.617885815725415,117920344,9.864693369184222,48.55400423562632
2009-05-15,9.64756965637207,9.74924034342012,9.625058681345434,9.674780600181087,120799094,9.817091533115931,52.98802423823192
2009-05-18,9.816773414611816,9.828400200604545,9.533777917145008,9.76457743343746,134570520,9.817904199872698,59.07144831965428
2009-05-19,9.867237091064451,9.935511662998517,9.721781497509228,9.798468084722575,113925426,9.788042749677386,55.55887186196915
2009-05-20,9.82518482208252,10.035204860289138,9.77125736624564,9.946645206332262,91702440,9.749876567295619,50.94756010894814
2009-05-21,9.808363914489746,9.96519815309164,9.74256245200274,9.803416728098934,109199779,9.7410067149571,52.257046050068716
2009-05-22,9.734149932861328,9.861548251384324,9.69704367247562,9.81231982327899,69001669,9.755000795636859,42.55609032388198
2009-05-26,10.002798080444336,10.01863040174086,9.64756966567919,9.695808281233449,124645457,9.814582415989467,51.025255296791705
2009-05-27,10.032483100891112,10.18832845864174,10.013929495754065,10.034462733050416,121826932,9.869570050920759,51.547446422250836
2009-05-28,10.152213096618652,10.182392541937208,10.008983392775663,10.109664265310046,107152133,9.917490005493164,60.525109385528495
2009-05-29,10.321167945861816,10.321167945861816,10.159633757647606,10.194513169790213,106325044,9.982337270464216,58.03312514116005
2009-06-01,10.551966667175291,10.627168053137243,10.353326232671291,10.358273418086805,133394127,10.086163248334612,63.214754394133
2009-06-02,10.597484588623049,10.636076050372976,10.4737983048877,10.544299732886884,105337356,10.198894773210798,73.26265771412321
2009-06-03,10.677882194519045,10.697919105092357,10.488641653706315,10.538116360616394,141841672,10.33371366773333,86.97100244512029
2009-06-04,10.891365051269531,10.915114009047477,10.748383500459736,10.768173193550096,146069460,10.460651806422643,91.53288657385647
2009-06-05,10.991304397583008,11.066011365950803,10.87108103990156,11.009858004647471,147783862,10.597626277378627,91.73324992654526
2009-06-08,10.854011535644531,10.907196390227126,10.738982593343207,10.8720697591996,124412588,10.697883197239467,82.86563148361807
2009-06-09,10.776086807250977,10.89680646928677,10.680601295990355,10.84931045725756,130684007,10.762871606009346,78.30497681541323
2009-06-10,10.701382637023926,10.83224296255765,10.55468998903373,10.791178379382188,134859599,10.784216744559151,76.74415084497498
2009-06-11,10.612326622009276,10.729335193807238,10.596742465419958,10.680849361943704,115037579,10.7863370350429,73.50292289403302
2009-06-12,10.509419441223145,10.58016808054565,10.419621816247169,10.559388574441234,117173555,10.7622709274292,72.29016487388368
2009-06-15,10.309788703918455,10.426796329330427,10.241266910704182,10.426796329330427,150036273,10.67918859209333,59.19121489082851
2009-06-16,10.290741920471191,10.416655052684751,10.27639384943713,10.372622917870885,122445241,10.579108238220215,57.78176886074062
2009-06-17,10.269962310791016,10.382765351365192,10.18090727875877,10.295441787090391,140127270,10.495672634669713,53.77296509726916
2009-06-18,10.242751121520996,10.357284679918235,10.216529046986231,10.28282588497611,123870563,10.419481822422572,47.23629406750722
2009-06-19,10.39191722869873,10.401069949217217,10.255614342633232,10.345411027235722,171002566,10.375272478376116,44.01486156264674
2009-06-22,10.076765060424805,10.327602493012655,9.941699187735612,10.314243288908695,165594371,10.298763683864049,33.795284489338925
2009-06-23,10.035451889038086,10.117332887382087,9.958023642391272,10.059448062511086,116418737,10.231054033551898,29.509203013831055
2009-06-24,10.124753952026367,10.197482228395344,10.057221026137103,10.1111484799588,98680498,10.204620497567314,23.44474087934131
2009-06-25,10.285052299499512,10.28826801787404,10.055984224101104,10.068105445909303,122236461,10.203807694571358,26.517519610510433
2009-06-26,10.521294593811035,10.593280274224322,10.21925101787938,10.233350924965425,130756276,10.239712306431361,39.620335489521835
2009-06-29,10.492103576660156,10.582641912160009,10.445101993957945,10.538115343274264,87097243,10.275334085736956,40.8628354427894
2009-06-30,10.429022789001465,10.568046002369128,10.345658493861215,10.488640024156016,104144903,10.280634880065918,41.1707784579237
